episode_id,failure_mode,failure_group,preliminary_severity,ttf_seconds,event,revised_severity,total_window_s,data_source,ttr_seconds
ep_00462_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00463_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.126614
ep_00464_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.127891
ep_00465_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00466_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.125149
ep_00467_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00468_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.137283
ep_00469_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.13026
ep_00471_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.13515
ep_00472_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00473_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.128497
ep_00474_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.127208
ep_00475_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,23.28,1,P1,238.0,auto_arima_forecast,0.130048
ep_00476_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00477_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130229
ep_00478_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.134523
ep_00480_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00482_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00483_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,122.45,1,P3,238.0,auto_arima_forecast,
ep_00484_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00485_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.128153
ep_00486_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.13332
ep_00487_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.136544
ep_00488_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00489_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00490_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.139516
ep_00491_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00492_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00493_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00494_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.131642
ep_00495_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.140055
ep_00496_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00497_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.134837
ep_00498_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00499_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.133626
ep_00500_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.131329
ep_00501_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130091
ep_00502_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130794
ep_00503_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00504_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00506_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00507_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00509_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00510_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00511_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00512_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00513_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.128294
ep_00514_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.128841
ep_00515_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.129745
ep_00516_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.12837
ep_00517_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.13054
ep_00518_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.124573
ep_00519_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.129682
ep_00520_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00521_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,238.0,0,P3,238.0,right_censored,
ep_00522_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.13266
ep_00523_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00524_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.129968
ep_00525_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130597
ep_00526_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.127318
ep_00527_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.153282
ep_00528_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00529_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00530_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.138011
ep_00531_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00532_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.135359
ep_00533_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00534_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00535_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00536_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00538_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.127233
ep_00539_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00540_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.13247
ep_00541_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.126585
ep_00542_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.128393
ep_00543_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00544_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.12821
ep_00546_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.131791
ep_00547_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00548_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130152
ep_00549_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,15.75,1,P3,238.0,auto_arima_forecast,
ep_00550_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.127837
ep_00551_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,75.4,1,P2,238.0,auto_arima_forecast,0.130095
ep_00552_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.129213
ep_00554_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130695
ep_00555_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.127494
ep_00556_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.138699
ep_00557_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.131756
ep_00559_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.129829
ep_00560_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00562_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.134848
ep_00563_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00564_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00565_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00566_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.135636
ep_00567_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00568_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00570_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,66.19,1,P2,238.0,auto_arima_forecast,0.127494
ep_00571_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00572_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00573_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00574_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.126476
ep_00575_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.134979
ep_00576_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00577_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.129568
ep_00578_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00579_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00580_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,88.77,1,P2,238.0,auto_arima_forecast,0.125846
ep_00581_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00582_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00583_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.131473
ep_00584_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00585_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00586_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00587_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00588_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00589_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00590_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00591_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00593_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.128866
ep_00594_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.129028
ep_00595_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.135097
ep_00596_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,46.05,1,P2,238.0,auto_arima_forecast,0.128433
ep_00597_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.143705
ep_00598_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00599_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130991
ep_00601_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00602_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130711
ep_00604_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.131345
ep_00605_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00606_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.127595
ep_00607_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00608_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00609_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00610_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00611_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00612_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.133196
ep_00613_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00614_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,63.88,1,P2,238.0,auto_arima_forecast,0.131263
ep_00615_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.1362
ep_00616_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00617_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00618_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.141288
ep_00619_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00620_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00621_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.128434
ep_00622_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00623_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.127584
ep_00624_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00625_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.134867
ep_00626_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.146221
ep_00627_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00628_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.13888
ep_00629_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00630_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00631_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00632_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00633_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,118.01,1,P2,238.0,auto_arima_forecast,0.132598
ep_00634_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00635_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00636_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.138373
ep_00637_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00638_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.138877
ep_00639_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00640_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.138564
ep_00641_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00642_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.13335
ep_00643_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00644_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00645_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.143722
ep_00646_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.136595
ep_00648_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00649_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.132489
ep_00650_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00651_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00652_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00653_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,91.84,1,P2,238.0,auto_arima_forecast,0.129896
ep_00654_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00655_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.126493
ep_00656_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00657_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,72.91,1,P2,238.0,auto_arima_forecast,0.129151
ep_00658_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.128344
ep_00659_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.135042
ep_00661_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00662_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00663_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.124767
ep_00664_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00665_ERROR_STORM,ERROR_STORM,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00666_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00667_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.129227
ep_00668_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00669_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.13922
ep_00670_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00671_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.134282
ep_00672_LATENCY_SPIKE,LATENCY_SPIKE,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored_beyond_window,
ep_00673_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.128678
ep_00674_DB_SLOWDOWN,DB_SLOWDOWN,Slow or latent degradation,P3,0.1,1,P3,238.0,auto_arima_forecast,
ep_00675_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00676_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.127744
ep_00677_QUEUE_BACKUP,QUEUE_BACKUP,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130986
ep_00678_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.126259
ep_00679_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00680_RETRY_STORM,RETRY_STORM,Fast accumulation,P3,0.1,1,P1,238.0,auto_arima_forecast,0.148445
ep_00681_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.135751
ep_00682_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.128571
ep_00684_CPU_SATURATION,CPU_SATURATION,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.136186
ep_00685_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.130323
ep_00686_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,P3,0.1,1,P1,238.0,auto_arima_forecast,0.135129
ep_00687_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00688_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,P3,238.0,0,P3,238.0,right_censored,
ep_00689_DISK_IO_SATURATION,DISK_IO_SATURATION,Progressive resource degradation,P3,238.0,0,P3,238.0,right_censored,
ep_00690_MEMORY_LEAK,MEMORY_LEAK,Slow or latent degradation,P3,238.0,0,P3,238.0,right_censored,
